City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
363,Jaciara,BR,-15.97,-54.97,103.35,17,69,9.17,broken clouds
364,Curuca,BR,-0.73,-47.85,82.83,75,100,9.04,light rain
365,Ziebice,PL,50.6,17.04,57.2,87,97,11.41,overcast clouds
366,Voloshka,RU,61.33,40.09,46.53,91,0,1.23,clear sky
367,Kasiri,SL,8.94,-13.11,79.75,85,100,6.93,overcast clouds
368,Chuka,KE,-0.33,37.65,67.87,72,84,0.76,light rain
369,Idenao,CM,4.25,9.0,78.8,100,75,4.7,light intensity drizzle
370,Fowa,NG,8.92,6.4,75.29,81,34,4.0,scattered clouds
371,Atar,MR,20.52,-13.05,102.2,26,0,11.41,clear sky
372,Nanortalik,GL,60.14,-45.24,39.18,90,100,12.03,light rain
373,Tura,IN,25.52,90.22,74.98,87,17,1.77,moderate rain
374,Coahuayana,MX,18.73,-103.68,82.4,37,5,23.04,clear sky
375,Buraydah,SA,26.33,43.98,89.6,21,0,8.05,clear sky
376,Baruun-Urt,MN,46.68,113.28,29.1,92,100,9.08,overcast clouds
377,Sao Miguel Do Iguacu,BR,-25.35,-54.24,104.0,24,93,8.05,overcast clouds
378,Te Anau,NZ,-45.42,167.72,48.06,87,99,6.8,overcast clouds
379,Liberal,US,37.04,-100.92,73.4,27,1,24.16,clear sky
380,Wesselsbron,ZA,-27.85,26.37,66.0,75,0,3.0,clear sky
381,Pemagatsel,BT,27.03,91.43,60.55,99,99,3.49,moderate rain
382,Tambo,PE,-14.8,-73.92,52.29,44,90,10.07,overcast clouds
383,Nkowakowa,ZA,-23.89,30.29,57.2,87,75,20.8,broken clouds
384,Goderich,CA,43.75,-81.72,51.01,77,100,17.6,overcast clouds
385,Haines Junction,CA,60.75,-137.51,48.34,77,100,6.29,overcast clouds
386,Kloulklubed,PW,7.04,134.26,75.2,94,90,7.31,overcast clouds
387,Kungurtug,RU,50.6,97.52,19.17,91,2,0.54,clear sky
388,Talnakh,RU,69.49,88.4,30.2,100,75,15.66,light shower snow
389,Wynyard,AU,-41.0,145.72,51.01,82,70,3.0,light rain
390,Richards Bay,ZA,-28.78,32.04,62.96,74,96,5.28,overcast clouds
391,Miandrivazo,MG,-19.52,45.47,77.0,65,67,1.36,broken clouds
392,Port Macquarie,AU,-31.43,152.92,53.01,93,75,2.24,broken clouds
393,Salou,ES,41.08,1.14,57.0,66,20,6.93,few clouds
394,Rawson,AR,-43.3,-65.1,43.66,58,56,15.79,broken clouds
395,Banepa,NP,27.63,85.52,69.8,88,75,3.36,broken clouds
396,Tari,NG,12.41,4.49,82.71,65,67,9.6,broken clouds
397,Abilene,US,32.45,-99.73,75.99,33,1,11.41,clear sky
398,Castelvetro Di Modena,IT,44.51,10.95,69.01,59,100,4.0,overcast clouds
399,Pervomayskiy,RU,53.25,40.29,55.96,52,100,9.22,overcast clouds
400,Khandyga,RU,62.67,135.6,29.44,95,93,1.86,overcast clouds
401,Camocim,BR,-2.9,-40.84,86.81,54,42,21.7,scattered clouds
402,Dongfeng,CN,42.64,125.51,44.08,76,0,8.93,clear sky
403,Luebo,CD,-5.35,21.42,72.99,84,44,2.71,scattered clouds
404,Araouane,ML,18.9,-3.53,96.85,25,26,7.96,scattered clouds
405,Ko Samui,TH,9.54,99.94,82.33,76,100,15.46,moderate rain
406,Moose Factory,CA,51.26,-80.61,41.0,60,90,9.17,overcast clouds
407,Turayf,SA,31.67,38.66,82.4,28,0,11.41,clear sky
408,Belaya Gora,RU,68.53,146.42,28.17,92,100,4.21,overcast clouds
409,Cangucu,BR,-31.39,-52.68,57.0,90,100,8.01,heavy intensity rain
410,San Juan,AR,-31.54,-68.54,69.35,22,0,17.43,clear sky
411,Galle,LK,6.04,80.22,79.99,83,100,11.81,overcast clouds
412,Burnie,AU,-41.07,145.92,52.0,82,81,3.0,broken clouds
413,Casas Grandes,MX,30.37,-107.95,86.0,10,0,4.0,clear sky
414,Merauke,ID,-8.47,140.33,77.45,82,100,14.85,overcast clouds
415,Tiznit,MA,29.58,-9.5,63.66,80,100,8.19,overcast clouds
416,Alugan,PH,12.22,125.48,78.37,85,100,5.37,overcast clouds
417,Kirakira,SB,-10.45,161.92,76.82,79,44,5.7,scattered clouds
418,Nantucket,US,41.28,-70.1,69.8,77,90,5.82,overcast clouds
419,Wajima,JP,37.4,136.9,69.71,71,100,6.24,overcast clouds
420,Mezhdurechensk,RU,53.69,88.06,31.21,97,1,1.83,clear sky
421,Lovozero,RU,68.0,35.01,42.01,77,100,6.6,overcast clouds
422,Buala,SB,-8.14,159.59,78.55,77,100,8.59,overcast clouds
423,Tiksi,RU,71.69,128.87,27.66,94,100,20.65,overcast clouds
424,Port Hedland,AU,-20.32,118.57,73.4,69,74,9.17,light rain
425,Auki,SB,-8.77,160.7,74.01,79,99,5.75,overcast clouds
426,Northam,GB,51.03,-4.22,53.01,97,100,13.0,moderate rain
427,Felanitx,ES,39.47,3.15,59.0,77,75,10.29,broken clouds
428,Camopi,GF,3.17,-52.32,93.96,38,80,3.31,broken clouds
429,Evensk,RU,61.95,159.23,34.79,78,0,2.89,clear sky
430,Erenas,PH,12.42,124.32,82.06,79,21,4.74,few clouds
431,Ust-Maya,RU,60.42,134.53,29.39,92,74,3.69,broken clouds
432,San Pedro,PH,14.35,121.02,79.0,94,90,2.24,light rain
433,Itaituba,BR,-4.28,-55.98,98.71,32,87,2.62,overcast clouds
434,Boquira,BR,-12.82,-42.73,97.36,13,3,8.05,clear sky
435,Cape Canaveral,US,28.41,-80.6,81.0,54,20,11.41,few clouds
436,Sinnamary,GF,5.38,-52.95,83.62,73,95,9.91,overcast clouds
437,Sao Joao Da Barra,BR,-21.64,-41.05,89.6,46,0,13.87,clear sky
438,Vallenar,CL,-28.57,-70.76,77.56,19,41,10.51,scattered clouds
439,Menzelinsk,RU,55.73,53.1,53.6,66,77,6.71,broken clouds
440,Naron,ES,43.52,-8.15,59.0,81,40,8.05,scattered clouds
441,Kandrian,PG,-6.22,149.55,74.17,87,71,3.47,broken clouds
442,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.4,100,0,6.71,clear sky
443,Yaan,NG,7.38,8.57,72.54,91,88,3.09,overcast clouds
444,Lavrentiya,RU,65.58,-171.0,42.42,90,96,10.13,light rain
445,Dubbo,AU,-32.25,148.62,44.6,93,0,8.05,clear sky
446,Yakeshi,CN,49.28,120.73,39.87,91,95,3.15,overcast clouds
447,Shizunai,JP,42.33,142.37,61.63,84,100,13.42,light rain
448,Marienburg,PL,54.04,19.03,57.0,100,100,11.45,overcast clouds
449,Taoudenni,ML,22.68,-3.98,99.18,9,29,4.36,scattered clouds
450,Sola,VU,-13.88,167.55,79.36,82,21,15.28,few clouds
451,Biltine,TD,14.53,20.92,89.11,36,0,5.46,clear sky
452,Rio Gallegos,AR,-51.62,-69.22,44.6,33,100,12.75,overcast clouds
453,Marevo,RU,57.31,32.08,54.79,76,83,8.46,broken clouds
454,Kaitong,CN,44.81,123.15,45.64,65,0,13.18,clear sky
455,Maceio,BR,-9.67,-35.74,82.4,61,40,11.41,scattered clouds
456,Tres Lagoas,BR,-20.75,-51.68,109.22,8,27,10.96,scattered clouds
457,Turukhansk,RU,65.82,87.98,42.69,97,100,12.84,light rain
458,Tapah,MY,4.2,101.26,75.2,88,40,3.36,heavy intensity rain
459,Calvinia,ZA,-31.47,19.78,52.29,65,0,5.7,clear sky
460,Diamantino,BR,-14.41,-56.45,95.04,29,93,6.06,overcast clouds
461,Nelson Bay,AU,-32.72,152.15,53.01,93,0,4.94,very heavy rain
462,Ipil,PH,7.75,122.52,75.97,89,90,3.89,overcast clouds
463,Ahipara,NZ,-35.17,173.17,52.27,83,46,5.3,scattered clouds
464,Yulara,AU,-25.24,130.99,75.2,16,0,3.36,clear sky
465,Nieuw Amsterdam,SR,5.88,-55.08,89.6,55,40,4.7,scattered clouds
466,Breasta,RO,44.33,23.68,64.0,67,86,4.7,overcast clouds
467,Bima,ID,-8.47,118.72,75.4,84,97,2.64,overcast clouds
468,Acapulco,MX,16.86,-99.89,86.0,79,20,9.17,few clouds
469,Linjiang,CN,41.81,126.91,43.14,84,0,1.92,clear sky
470,Donskoye,RU,45.46,41.97,60.8,67,40,15.66,scattered clouds
471,Gigmoto,PH,13.78,124.39,80.17,81,57,4.54,broken clouds
472,Aleksandrovsk-Sakhalinskiy,RU,50.9,142.16,45.7,84,100,7.0,overcast clouds
473,Hay River,CA,60.82,-115.8,42.8,100,90,2.24,fog
474,Gizo,SB,-8.1,156.84,81.19,72,100,6.85,light rain
475,Portland,US,45.52,-122.68,62.6,82,20,3.36,mist
476,Yenotayevka,RU,47.25,47.03,57.0,91,92,10.89,overcast clouds
477,Daru,PG,-9.08,143.21,77.36,85,98,21.23,light rain
478,Lodja,CD,-3.48,23.43,71.94,91,84,2.01,broken clouds
479,Vila Frescainha,PT,41.54,-8.64,57.0,82,40,4.7,shower rain
480,Egvekinot,RU,66.32,-179.17,31.78,94,100,21.34,overcast clouds
481,Ilhabela,BR,-23.78,-45.36,90.48,51,0,3.71,clear sky
482,Chapais,CA,49.78,-74.85,42.8,70,75,8.05,broken clouds
483,Oum Hadjer,TD,13.3,19.7,89.62,48,0,0.98,clear sky
484,Laguna,US,38.42,-121.42,84.99,32,1,3.36,haze
485,Shihezi,CN,44.3,86.03,46.53,49,0,3.74,clear sky
486,Starachowice,PL,51.04,21.07,55.0,1,100,7.99,overcast clouds
487,Padang,ID,-0.95,100.35,75.69,82,100,6.62,moderate rain
488,Codrington,AU,-38.27,141.97,69.73,34,0,16.6,clear sky
489,Fairbanks,US,64.84,-147.72,55.0,46,1,9.17,clear sky
490,Komsomolskiy,UZ,40.43,71.72,57.2,58,6,6.93,clear sky
491,Opuwo,NA,-18.06,13.84,64.49,27,0,6.62,clear sky
492,Buchanan,LR,5.88,-10.05,80.6,88,75,8.05,broken clouds
493,Cherepanovo,RU,54.22,83.38,36.03,84,0,5.14,clear sky
494,Moree,AU,-29.47,149.85,57.2,67,0,12.75,clear sky
495,Sao Fidelis,BR,-21.65,-41.75,89.6,46,2,13.87,clear sky
496,Pringsewu,ID,-5.36,104.97,74.71,87,100,5.03,overcast clouds
497,Sovetskiy,RU,61.36,63.58,48.88,83,37,8.46,scattered clouds
498,Syracuse,IT,37.09,15.28,77.0,88,40,8.05,scattered clouds
499,Grand-Lahou,CI,5.14,-5.02,75.92,89,100,8.08,overcast clouds
500,Mahon,ES,39.89,4.27,62.6,88,75,14.99,broken clouds
501,Tahoua,NE,14.89,5.27,89.6,55,100,4.7,light rain
502,Luganville,VU,-15.53,167.17,75.2,88,75,10.29,broken clouds
503,Pachino,IT,36.72,15.09,77.0,69,1,3.36,clear sky
504,Erzin,TR,36.96,36.2,75.99,73,0,1.77,clear sky
505,Mpika,ZM,-11.83,31.45,70.63,23,0,8.93,clear sky
506,Hobyo,SO,5.35,48.53,77.94,89,61,17.29,broken clouds
507,Miri,MY,4.41,114.01,77.0,94,40,5.82,light rain
508,Tariba,VE,7.82,-72.22,95.0,36,40,25.28,scattered clouds
509,Sabang,ID,5.89,95.32,82.44,77,94,18.68,moderate rain
510,Saint-Francois,FR,46.42,3.91,51.8,93,100,4.7,moderate rain
511,Grand Gaube,MU,-20.01,57.66,71.01,77,5,1.99,clear sky
512,Mayskiy,RU,47.69,40.1,69.8,32,20,17.9,light intensity shower rain
513,Dharchula,IN,29.85,80.53,62.58,55,0,3.74,clear sky
514,Mountain Home,US,43.13,-115.69,68.0,28,1,4.7,clear sky
515,Krasnogvardeyskoye,RU,45.85,41.52,62.31,56,100,14.79,overcast clouds
516,Shar,KZ,49.59,81.05,38.62,80,0,4.7,clear sky
517,Sarangpur,IN,23.57,76.47,74.8,52,0,6.64,clear sky
518,Prince Rupert,CA,54.32,-130.32,60.8,87,90,3.36,overcast clouds
519,Ugoofaaru,MV,5.67,73.0,82.13,74,95,12.19,overcast clouds
520,Mayo,US,38.89,-76.51,66.99,52,40,9.17,scattered clouds
521,Punta Alta,AR,-38.88,-62.07,49.35,50,0,19.75,clear sky
522,Antsohihy,MG,-14.88,47.99,72.37,92,0,3.76,clear sky
523,Nishihara,JP,26.18,127.76,78.8,65,20,6.93,few clouds
524,Hovd,MN,48.01,91.64,31.46,87,0,1.25,clear sky
525,Birin,NP,26.89,88.07,77.0,94,75,2.19,broken clouds
526,Magadan,RU,59.57,150.8,41.79,77,0,3.02,clear sky
527,Port Blair,IN,11.67,92.75,81.07,84,100,13.73,light rain
528,Bira,RU,49.0,132.47,47.71,95,100,3.02,overcast clouds
529,Ginda,IN,30.69,78.49,59.34,49,0,4.99,clear sky
530,Iquitos,PE,-3.75,-73.25,91.4,52,75,5.82,broken clouds
531,Snasa,NO,64.25,12.38,55.4,66,38,20.8,scattered clouds
532,Jardim,BR,-21.48,-56.14,106.39,14,0,7.96,clear sky
533,Umba,RU,66.69,34.34,45.66,78,94,8.34,overcast clouds
534,Abnub,EG,27.27,31.15,86.0,40,0,11.41,clear sky
535,Timra,SE,62.49,17.33,50.0,87,93,5.82,overcast clouds
536,Rawlins,US,41.79,-107.24,66.99,16,1,9.17,clear sky
537,Patnanungan,PH,14.78,122.18,82.08,77,100,6.62,overcast clouds
538,Key Largo,US,25.09,-80.45,84.0,1,100,5.01,overcast clouds
539,Camacha,PT,33.08,-16.33,71.6,78,40,19.46,scattered clouds
540,Channel-Port Aux Basques,CA,47.57,-59.14,58.96,80,84,12.37,broken clouds
541,Geraldton,AU,-28.77,114.6,53.6,81,75,9.17,broken clouds
542,Padre Bernardo,BR,-15.35,-48.5,99.03,12,22,9.24,few clouds
543,Illela,NG,13.73,5.3,91.09,41,32,11.7,scattered clouds
544,Karratha,AU,-20.74,116.85,69.44,51,14,10.29,few clouds
545,Sapele,NG,5.89,5.68,75.67,92,100,3.96,overcast clouds
546,Turkmenabat,TM,39.07,63.58,60.8,31,0,6.93,clear sky
547,Sortland,NO,68.69,15.42,51.01,93,0,8.05,clear sky
548,Szentes,HU,46.65,20.27,64.99,95,0,10.45,clear sky
549,Yermakovskoye,RU,53.28,92.4,29.23,96,0,4.03,clear sky
550,Rumia,PL,54.57,18.39,60.01,87,75,12.75,broken clouds
551,Gadsden,US,34.01,-86.01,66.2,42,1,6.93,clear sky
552,Sao Felix Do Xingu,BR,-6.64,-51.99,99.45,25,89,2.06,overcast clouds
553,Esmeraldas,BR,-19.76,-44.31,95.0,21,1,8.05,clear sky
554,Flin Flon,CA,54.77,-101.86,48.2,66,75,3.36,broken clouds
555,Kushima,JP,31.46,131.23,67.32,81,22,4.72,few clouds
556,Zhireken,RU,52.82,117.31,39.63,90,100,7.36,overcast clouds
557,Bang Saphan,TH,11.21,99.51,77.14,90,100,4.12,overcast clouds
558,Chake Chake,TZ,-5.25,39.77,76.69,82,5,7.67,clear sky
559,Sur,OM,22.57,59.53,83.1,47,0,6.78,clear sky
560,Waingapu,ID,-9.66,120.26,77.14,82,8,9.04,clear sky
561,Dafeng,CN,23.45,108.59,76.51,90,43,2.68,light rain
562,Asau,RO,46.43,26.4,50.0,98,100,3.62,overcast clouds
563,Waterloo,CA,43.47,-80.52,55.0,76,90,3.36,overcast clouds
564,Kargasok,RU,59.06,80.86,46.17,96,99,8.81,overcast clouds
565,Darhan,MN,49.49,105.92,28.92,84,100,3.83,overcast clouds
566,Lazaro Cardenas,MX,17.96,-102.2,87.58,60,0,1.83,clear sky
567,Flinders,AU,-34.58,150.86,57.99,60,0,4.72,clear sky
568,Okato,NZ,-39.2,173.88,48.0,93,65,3.0,broken clouds
569,Belyy Yar,RU,53.6,91.39,26.6,92,11,4.47,mist
570,Novosysoyevka,RU,44.23,133.36,47.46,95,74,4.03,broken clouds
571,Dogbo,BJ,6.82,1.78,76.41,84,21,4.97,few clouds
572,Quzhou,CN,28.96,118.87,69.08,82,48,3.6,scattered clouds
573,Lardos,GR,36.09,28.02,73.4,69,0,9.17,clear sky
574,Creel,MX,27.75,-107.63,69.03,26,0,12.28,clear sky
575,Cambridge,CA,43.36,-80.31,55.0,76,90,3.36,overcast clouds
576,Jacqueville,CI,5.21,-4.41,80.6,83,20,8.05,few clouds
577,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,73,40,17.22,scattered clouds
578,Umm Kaddadah,SD,13.6,26.69,92.7,28,62,8.48,broken clouds
579,Tyukalinsk,RU,55.87,72.2,47.89,91,11,7.43,few clouds
580,Lasa,IT,46.62,10.7,57.0,100,90,13.87,overcast clouds
581,Cam Ranh,VN,11.92,109.16,82.4,74,20,2.24,few clouds
582,Sao Francisco,BR,-15.95,-44.86,99.91,11,97,7.11,overcast clouds
583,Vaitape,PF,-16.52,-151.75,79.14,77,10,20.36,clear sky
584,Bhairab Bazar,BD,24.07,90.97,82.4,78,40,3.8,haze
585,Ciudad Real,ES,39.0,-4.0,55.99,68,0,10.63,clear sky
586,Namtsy,RU,62.72,129.67,30.2,74,40,2.24,scattered clouds
587,Kudahuvadhoo,MV,2.67,72.89,82.36,77,100,11.54,overcast clouds
588,Okha,RU,53.57,142.95,44.8,83,100,5.57,overcast clouds
589,Chumikan,RU,54.72,135.31,46.71,82,100,10.47,overcast clouds
590,Sassandra,CI,4.95,-6.08,76.5,87,100,7.67,overcast clouds
591,Coquimbo,CL,-29.95,-71.34,59.0,62,40,10.29,scattered clouds
592,Presidente Olegario,BR,-18.42,-46.42,96.01,25,55,5.99,broken clouds
593,Kosh-Agach,RU,50.0,88.67,27.34,80,0,1.32,clear sky
594,Palana,RU,59.12,159.97,35.55,86,0,1.28,clear sky
595,Mackay,AU,-21.15,149.2,64.4,93,75,4.7,broken clouds
596,Lac Du Bonnet,CA,50.25,-96.06,44.01,99,47,2.26,scattered clouds
597,Phonhong,LA,18.5,102.42,75.92,93,100,1.07,light rain
598,Broken Hill,AU,-31.95,141.43,60.8,51,0,9.17,clear sky
599,Krasnoselkup,RU,65.7,82.47,43.39,94,100,8.16,overcast clouds
600,Ano Lekhonia,GR,39.33,23.05,71.6,68,20,5.7,few clouds
601,Constitucion,CL,-35.33,-72.42,55.2,57,0,14.34,clear sky
602,Tual,ID,-5.67,132.75,79.84,80,79,19.26,broken clouds
603,Pakxan,LA,18.38,103.66,75.43,94,94,3.24,overcast clouds
604,Aktas,KZ,49.78,72.96,26.6,92,0,6.71,clear sky
605,Whitehorse,CA,60.72,-135.05,48.2,57,75,17.22,broken clouds
606,Collie,AU,-33.37,116.15,41.0,74,0,3.58,clear sky
607,Yangjiang,CN,21.85,111.97,76.96,90,66,5.84,light rain
608,Mahibadhoo,MV,3.78,72.97,82.49,73,46,12.57,scattered clouds
609,Basud,PH,14.06,122.96,78.46,85,100,3.76,overcast clouds
610,Camana,PE,-16.62,-72.71,63.3,73,98,9.64,overcast clouds
611,Champerico,GT,14.3,-91.92,87.8,66,75,4.7,broken clouds
612,Vilkaviskis,LT,54.65,23.03,54.46,86,57,11.83,broken clouds
613,Key West,US,24.56,-81.78,82.4,74,75,4.7,broken clouds
614,Hofn,IS,64.25,-15.21,39.2,93,90,5.82,light rain
615,Kieta,PG,-6.22,155.63,77.88,77,100,4.45,overcast clouds
616,Sechura,PE,-5.56,-80.82,76.71,52,13,16.22,few clouds
617,Kapra,IN,17.48,78.56,80.01,88,40,4.7,scattered clouds
618,Genc,TR,38.75,40.56,58.14,58,0,1.48,clear sky
619,Campbell River,CA,50.02,-125.24,66.2,72,5,2.24,clear sky
620,Great Falls,US,47.5,-111.3,66.99,36,1,4.74,clear sky
621,Ancud,CL,-41.87,-73.82,50.0,37,0,12.75,clear sky
622,Lucapa,AO,-8.42,20.74,73.08,67,0,1.66,clear sky
623,Gama,ES,42.75,-4.21,55.0,65,20,9.17,few clouds
624,Porto Belo,BR,-27.16,-48.55,82.99,88,40,11.41,scattered clouds
625,Ranong,TH,9.97,98.63,80.02,81,94,7.45,moderate rain
626,Malakal,SS,9.53,31.66,76.53,74,11,1.19,light rain
627,Hervey Bay,AU,-25.3,152.85,64.0,89,2,3.0,clear sky
628,Howard Springs,AU,-12.5,131.05,78.8,83,92,2.24,overcast clouds
629,Oktyabrskoye,RU,43.06,44.74,57.0,93,99,6.71,overcast clouds
630,Havre-Saint-Pierre,CA,50.23,-63.6,55.4,76,75,4.7,broken clouds
631,Necochea,AR,-38.55,-58.74,48.0,67,0,11.99,clear sky
632,Amahai,ID,-3.33,128.92,78.03,87,100,7.2,overcast clouds
633,Tamandare,BR,-8.76,-35.1,79.21,69,100,11.14,overcast clouds
634,Yar-Sale,RU,66.83,70.83,38.23,83,100,24.65,overcast clouds
635,Menongue,AO,-14.66,17.69,74.5,43,87,1.3,overcast clouds
636,Tarnogskiy Gorodok,RU,60.5,43.58,47.89,93,3,3.67,clear sky
637,Pinawa,CA,50.15,-95.88,48.47,49,40,2.1,scattered clouds
638,Taree,AU,-31.9,152.47,51.8,93,2,3.36,clear sky
639,Cootamundra,AU,-34.65,148.03,52.0,82,0,3.0,clear sky
640,Khairagarh,IN,26.95,77.82,75.2,69,5,1.12,clear sky
641,Malazgirt,TR,39.14,42.54,54.84,49,0,1.36,clear sky
642,Puri,IN,19.8,85.85,78.8,94,40,5.82,thunderstorm
643,Podgornoye,RU,51.73,39.15,60.8,38,51,6.71,broken clouds
644,Kargopol,RU,61.51,38.95,46.71,91,0,2.01,clear sky
645,Srednekolymsk,RU,67.45,153.68,28.13,93,0,6.8,clear sky
646,Atambua,ID,-9.11,124.89,70.21,82,0,4.45,clear sky
647,Mombasa,KE,-4.05,39.66,78.8,78,20,5.82,few clouds
648,Tuntum,BR,-5.26,-44.65,102.88,17,100,5.57,overcast clouds
649,Trelew,AR,-43.25,-65.31,45.39,53,98,14.67,overcast clouds
650,Xixiang,CN,35.16,112.86,58.23,73,100,2.84,light rain
651,Suntar,RU,62.14,117.63,25.57,93,12,5.37,few clouds
652,Tessaoua,NE,13.76,7.99,91.83,37,86,4.27,overcast clouds
653,Tolaga Bay,NZ,-38.37,178.3,52.54,74,0,5.06,clear sky
654,Bayir,TR,37.27,28.22,68.0,52,0,5.82,clear sky
655,Lahij,YE,13.17,44.58,78.46,76,3,7.83,clear sky
656,Bubaque,GW,11.28,-15.83,81.7,77,0,8.81,clear sky
657,Genhe,CN,50.78,121.52,39.9,91,100,2.84,overcast clouds
658,Port Lincoln,AU,-34.73,135.87,70.5,34,10,15.59,clear sky
659,Tarata,BO,-17.62,-66.02,82.4,23,40,10.29,scattered clouds
660,Nikolayevsk-Na-Amure,RU,53.14,140.73,43.93,89,100,2.46,overcast clouds
661,Livny,RU,52.43,37.61,59.94,42,99,13.0,overcast clouds
662,Rockland,US,41.17,-74.05,64.99,64,37,1.99,scattered clouds
663,Ust-Nera,RU,64.57,143.2,25.21,84,8,6.58,clear sky
664,Rodrigues Alves,BR,-7.74,-72.65,94.19,37,100,0.85,overcast clouds
665,Margate,GB,51.38,1.39,60.01,97,100,4.0,light rain
666,Svetlyy,RU,54.67,20.13,59.0,82,75,8.95,broken clouds
667,Bardiyah,LY,31.76,25.09,75.4,73,0,13.2,clear sky
668,Lonar,IN,19.98,76.53,73.54,80,96,6.02,overcast clouds
669,Atagay,RU,55.1,99.39,27.81,95,0,3.11,clear sky
670,Bhatkal,IN,13.97,74.57,77.95,83,100,1.79,overcast clouds
671,Santa Vitoria Do Palmar,BR,-33.52,-53.37,56.17,62,0,18.95,clear sky
672,Lincoln,US,40.8,-96.67,64.0,36,1,3.36,clear sky
673,Rosarito,MX,32.33,-117.03,96.8,40,5,4.68,clear sky
674,Annau,TM,37.89,58.52,59.0,38,20,4.7,few clouds
675,Mayabon,PH,9.1,123.17,77.0,83,40,3.44,scattered clouds
676,Kuching,MY,1.55,110.33,75.2,94,40,4.7,light rain
677,Algiers,DZ,36.75,3.04,80.6,32,75,10.29,broken clouds
678,Depalpur,IN,22.85,75.55,78.8,78,75,3.36,haze
679,Zyryanka,RU,65.75,150.85,30.47,90,94,6.62,overcast clouds
680,Bonthe,SL,7.53,-12.51,79.23,86,100,6.24,overcast clouds
681,Lere,NG,10.39,8.57,70.66,79,86,2.28,overcast clouds
682,Gopalpur,IN,19.27,84.92,80.4,86,100,7.85,overcast clouds
683,Delijan,IR,33.99,50.68,67.3,27,20,1.97,few clouds
684,Clearlake,US,38.96,-122.63,73.4,52,90,1.43,smoke
685,Madang,PG,-5.22,145.8,73.72,85,100,6.96,overcast clouds
686,Bhindar,IN,24.5,74.18,76.78,44,0,3.29,clear sky
687,Yerofey Pavlovich,RU,53.97,121.97,40.73,85,100,6.02,overcast clouds
688,Belmonte,BR,-15.86,-38.88,80.6,61,20,17.22,few clouds
689,Skjervoy,NO,70.03,20.97,55.4,62,20,20.8,few clouds
690,Iaciara,BR,-14.1,-46.63,101.61,13,93,7.38,overcast clouds
691,Ixtapa,MX,20.7,-105.2,93.2,32,5,9.17,clear sky
692,Isetskoye,RU,56.49,65.32,48.79,90,0,7.92,clear sky
693,Faya,SA,18.39,42.45,71.6,15,0,14.99,clear sky
694,Itaquyry,PY,-24.93,-55.22,102.97,19,76,3.06,broken clouds
695,Zarya,RU,55.76,38.1,55.4,71,97,4.47,overcast clouds
696,Krasnaya Gora,RU,53.0,31.6,55.4,71,75,11.18,broken clouds
697,Colares,PT,38.8,-9.45,63.0,63,20,11.41,few clouds
698,Abu Dhabi,AE,24.47,54.37,89.6,59,0,3.36,clear sky
699,Masyaf,SY,35.07,36.34,73.4,69,0,3.36,clear sky
700,Yamada,JP,39.47,141.95,59.43,86,96,6.73,overcast clouds
701,Kojori,GE,41.66,44.7,66.2,82,75,12.75,broken clouds
702,Chara,RU,56.91,118.26,31.96,94,100,2.82,overcast clouds
703,Lorengau,PG,-2.02,147.27,80.13,80,96,9.26,overcast clouds
704,Riyadh,SA,24.69,46.72,89.6,14,0,6.93,clear sky
705,Taltal,CL,-25.4,-70.48,63.43,60,22,10.31,few clouds
706,Saint-Joseph,RE,-21.37,55.62,70.0,77,2,4.7,clear sky
707,Zhuhai,CN,22.28,113.57,82.4,78,40,9.17,light rain
708,Norman Wells,CA,65.28,-126.83,48.2,70,75,10.29,broken clouds
709,Kurilsk,RU,45.23,147.88,49.8,83,100,7.09,overcast clouds
710,Biloli,IN,18.77,77.73,75.49,83,95,6.42,overcast clouds
711,Senneterre,CA,48.38,-77.23,44.6,75,75,9.17,broken clouds
712,Dobson,US,36.4,-80.72,66.99,42,1,6.93,clear sky
713,Moba,CN,33.23,105.02,47.43,100,100,4.7,overcast clouds
